l3_name,attribute_name,attribute_value,data_type,polarity1,value1,unit1,polarity2,value2,unit2,key_value,display_value,mod_reason
radial ball bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3500 RPM,numerical_with_unit,,3500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3500 RPM,numerical_with_unit,,3500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4000 RPM,numerical_with_unit,,4000.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,3500 RPM,numerical_with_unit,,3500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3500 RPM,numerical_with_unit,,3500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3500 RPM,numerical_with_unit,,3500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4000 RPM,numerical_with_unit,,4000.0,RPM,,<NA>,,,<NA>,
roller bearing,max. speed,1000 RPM,numerical_with_unit,,1000.0,RPM,,<NA>,,,<NA>,
roller bearing,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
roller bearing,max. speed,1250 RPM,numerical_with_unit,,1250.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
roller bearing,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,6450 RPM,numerical_with_unit,,6450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,325 RPM,numerical_with_unit,,325.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2550 RPM,numerical_with_unit,,2550.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1350 RPM,numerical_with_unit,,1350.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,1600 RPM,numerical_with_unit,,1600.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,2000 RPM,numerical_with_unit,,2000.0,RPM,,<NA>,,,<NA>,
insert bearings,max. speed,2700 RPM,numerical_with_unit,,2700.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2450 RPM,numerical_with_unit,,2450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2550 RPM,numerical_with_unit,,2550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4100 RPM,numerical_with_unit,,4100.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5000 RPM,numerical_with_unit,,5000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5300 RPM,numerical_with_unit,,5300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5850 RPM,numerical_with_unit,,5850.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4150 RPM,numerical_with_unit,,4150.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6500 RPM,numerical_with_unit,,6500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6500 RPM,numerical_with_unit,,6500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7600 RPM,numerical_with_unit,,7600.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6450 RPM,numerical_with_unit,,6450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,10200 RPM,numerical_with_unit,,10200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5300 RPM,numerical_with_unit,,5300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3200 RPM,numerical_with_unit,,3200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2450 RPM,numerical_with_unit,,2450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2450 RPM,numerical_with_unit,,2450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2550 RPM,numerical_with_unit,,2550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1250 RPM,numerical_with_unit,,1250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4100 RPM,numerical_with_unit,,4100.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4100 RPM,numerical_with_unit,,4100.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1250 RPM,numerical_with_unit,,1250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,650 RPM,numerical_with_unit,,650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2550 RPM,numerical_with_unit,,2550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4100 RPM,numerical_with_unit,,4100.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1400 RPM,numerical_with_unit,,1400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1400 RPM,numerical_with_unit,,1400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5000 RPM,numerical_with_unit,,5000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5000 RPM,numerical_with_unit,,5000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1400 RPM,numerical_with_unit,,1400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1400 RPM,numerical_with_unit,,1400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5000 RPM,numerical_with_unit,,5000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2800 RPM,numerical_with_unit,,2800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1550 RPM,numerical_with_unit,,1550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1550 RPM,numerical_with_unit,,1550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1500 RPM,numerical_with_unit,,1500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,350 RPM,numerical_with_unit,,350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5300 RPM,numerical_with_unit,,5300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1650 RPM,numerical_with_unit,,1650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4150 RPM,numerical_with_unit,,4150.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4150 RPM,numerical_with_unit,,4150.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1800 RPM,numerical_with_unit,,1800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5850 RPM,numerical_with_unit,,5850.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1750 RPM,numerical_with_unit,,1750.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1800 RPM,numerical_with_unit,,1800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4150 RPM,numerical_with_unit,,4150.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6500 RPM,numerical_with_unit,,6500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1850 RPM,numerical_with_unit,,1850.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2200 RPM,numerical_with_unit,,2200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,450 RPM,numerical_with_unit,,450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6500 RPM,numerical_with_unit,,6500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5000 RPM,numerical_with_unit,,5000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6500 RPM,numerical_with_unit,,6500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7450 RPM,numerical_with_unit,,7450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6500 RPM,numerical_with_unit,,6500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7600 RPM,numerical_with_unit,,7600.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2400 RPM,numerical_with_unit,,2400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4150 RPM,numerical_with_unit,,4150.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,400 RPM,numerical_with_unit,,400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6450 RPM,numerical_with_unit,,6450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6450 RPM,numerical_with_unit,,6450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2200 RPM,numerical_with_unit,,2200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2200 RPM,numerical_with_unit,,2200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,450 RPM,numerical_with_unit,,450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7600 RPM,numerical_with_unit,,7600.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2400 RPM,numerical_with_unit,,2400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7600 RPM,numerical_with_unit,,7600.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,9000 RPM,numerical_with_unit,,9000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,800 RPM,numerical_with_unit,,800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2750 RPM,numerical_with_unit,,2750.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2750 RPM,numerical_with_unit,,2750.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,550 RPM,numerical_with_unit,,550.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,9000 RPM,numerical_with_unit,,9000.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6350 RPM,numerical_with_unit,,6350.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,6450 RPM,numerical_with_unit,,6450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,10200 RPM,numerical_with_unit,,10200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,10200 RPM,numerical_with_unit,,10200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3200 RPM,numerical_with_unit,,3200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3200 RPM,numerical_with_unit,,3200.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,7300 RPM,numerical_with_unit,,7300.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,1700 RPM,numerical_with_unit,,1700.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,1700 RPM,numerical_with_unit,,1700.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,1950 RPM,numerical_with_unit,,1950.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,2250 RPM,numerical_with_unit,,2250.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,2250 RPM,numerical_with_unit,,2250.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,2450 RPM,numerical_with_unit,,2450.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,2500 RPM,numerical_with_unit,,2500.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,3000 RPM,numerical_with_unit,,3000.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,3550 RPM,numerical_with_unit,,3550.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,5300 RPM,numerical_with_unit,,5300.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,4150 RPM,numerical_with_unit,,4150.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
take-up units,max. speed,5450 RPM,numerical_with_unit,,5450.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1950 RPM,numerical_with_unit,,1950.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1950 RPM,numerical_with_unit,,1950.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,1950 RPM,numerical_with_unit,,1950.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2400 RPM,numerical_with_unit,,2400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2400 RPM,numerical_with_unit,,2400.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,2800 RPM,numerical_with_unit,,2800.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3600 RPM,numerical_with_unit,,3600.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4500 RPM,numerical_with_unit,,4500.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
mounted bearings,max. speed,3250 RPM,numerical_with_unit,,3250.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,3800 RPM,numerical_with_unit,,3800.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,4650 RPM,numerical_with_unit,,4650.0,RPM,,<NA>,,,<NA>,
radial ball bearings,max. speed,5000 RPM,numerical_with_unit,,5000.0,RPM,,<NA>,,,<NA>,
